,Provider Number,FYB,FYE,STATUS,CTRL_TYPE,HOSP10_Name,Street_Addr,PO_Box,City,State,Zip_Code,County,Hospital Adult and Peds Staffed Beds,Hospital Adult and Peds Bed Days Available,Hospital Adult and Peds Inpatient Days,Intensive Care Unit Staffed Beds,Intensive Care Unit Bed Days Available,Intensive Care Unit Inpatient Days,Coronary Care Unit Staffed Beds,Coronary Care Unit Bed Days Available,Coronary Care Unit Inpatient Days,Burn ICU Staffed Beds,Burn ICU Bed Days Available,Burn ICU Inpatient Days,Surgical ICU Staffed Beds,Surgical ICU Bed Days Available,Surgical ICU Inpatient Days,Total Staffed Beds,Total Bed Days Available,Total Inpatient Days,ICU Total Staffed Beds,ICU Total Bed Days Available,ICU Total Inpatient Days,ICU Occupancy Rate,Total Bed Occupancy Rate,geometry
5037,400061,01-JUL-18,30-JUN-19,As Submitted,10,UNIVERSITY DISCTRICT HOSPITAL,BO. MONACILLO,2116,SAN JUAN,PR,00922-2116,PUERTO RICO,200.0,73000.0,57029.0,15.0,5475.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,78475.0,63672.0,15.0,5475.0,4700.0,0.8584474885844748,0.8113666772857598,POINT (-66.0724 18.3616)
5038,400079,01-JAN-18,31-DEC-18,As Submitted,3,HOSPITAL BUEN SAMARITANO,HIGHWAY #2 CAIMITAL BAJO,NaN,AGUADILLA,PR,00605-4055,AGUADILLA,116.0,42340.0,29110.0,8.0,2920.0,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,45260.0,31168.0,8.0,2920.0,2058.0,0.7047945205479452,0.6886433937251436,POINT (-67.1507861 18.4422697)
5040,400098,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL SAN FRANCISCO,DE DIEGO AVE. #371,NaN,RIO PIEDRAS,PR,00923,RIO PIEDRAS,115.0,41975.0,30292.0,10.0,3650.0,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,45625.0,32810.0,10.0,3650.0,2518.0,0.6898630136986301,0.7191232876712329,POINT (-66.04000000000001 18.4)
5041,400102,01-JAN-18,31-DEC-18,As Submitted,4,DOCTORS CENTER HOSPITAL BAYAMON,STREET J-9 EXT. HERMANAS DAVILA,2957,BAYAMON,PR,00956-2957,BAYAMON,140.0,51100.0,43571.0,6.0,2190.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,53290.0,45708.0,6.0,2190.0,1609.0,0.734703196347032,0.8577218990429725,POINT (-66.18000000000001 18.35)
5042,400103,01-JAN-18,31-DEC-18,As Submitted,4,MAYAGUEZ MEDICAL CENTER,410 HOSTOS AVENUE,NaN,MAYAGUEZ,PR,00681-1838,MAYAGUEZ,161.0,58765.0,36730.0,31.0,11315.0,8042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,70080.0,44772.0,31.0,11315.0,8042.0,0.7107379584622183,0.6388698630136986,POINT (-67.1465 18.2028)
5043,400104,01-APR-18,31-MAR-19,Amended,2,HOSPITAL MENONITA CAGUAS INC,ROAD 172 EXIT TO CIDRA,NaN,CAGUAS,PR,00726-4964,CAGUAS,207.0,75555.0,39096.0,18.0,6570.0,4433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,82125.0,44378.0,18.0,6570.0,4433.0,0.6747336377473364,0.5403713850837139,POINT (-66.0490741 18.2199893)
5044,400105,01-JUL-18,30-JUN-19,As Submitted,2,BAYAMON REGIONAL HOSPITAL,LAUREL #100,NaN,BAYAMON,PR,00956,NaN,102.0,37230.0,11179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,37230.0,11179.0,0.0,0.0,0.0,0.0,0.3002686005909213,POINT (-66.18000000000001 18.35)
5045,400106,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL METROPOLITANO,21 #1785,NaN,RIO PIEDRAS,PR,00922,NaN,126.0,45990.0,24022.0,6.0,2190.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,48180.0,25391.0,6.0,2190.0,1369.0,0.6251141552511416,0.5270029057700291,POINT (-66.04989999999999 18.3974)
5049,400112,01-JUL-18,30-JUN-19,As Submitted,2,HOSPITAL UPR,STREET 3 KM 8.3 65 INFANTERIA AVE.,NaN,CAROLINA,PR,00984,CAROLINA,210.0,76650.0,43264.0,8.0,2920.0,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,85045.0,47539.0,8.0,2920.0,2068.0,0.7082191780821918,0.558986418954671,POINT (-65.9579 18.3758)
5050,400113,01-OCT-17,30-SEP-18,As Submitted,3,HOSPITAL SAN CRISTOBAL,509 KM 1 COTTO LAUREL,NaN,PONCE,PR,00980,PONCE,110.0,40150.0,26190.0,35.0,12775.0,7302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,57305.0,34609.0,35.0,12775.0,7302.0,0.5715851272015655,0.603943809440712,POINT (-66.6185 18.073)
5051,400114,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL DR. ALEJANDRO OTERO,CARRETERA ESTATAL 668,NaN,MANATI,PR,00701,MANATI,231.0,84315.0,58638.0,20.0,7300.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,91615.0,70614.0,20.0,7300.0,7300.0,1.0,0.7707689788790045,POINT (-66.49209999999999 18.4275)
5052,400115,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL WILMA N VAZQUEZ,#2 KM 39.5,NaN,VEGA BAJA,PR,00693,NaN,124.0,45260.0,11237.0,6.0,2190.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,47450.0,12606.0,6.0,2190.0,1369.0,0.6251141552511416,0.2656691253951528,POINT (-66.40000000000001 18.45)
5053,400117,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL DR. SUSONI,PALMA A 56,NaN,ARECIBO,PR,00614,ARECIBO,114.0,41610.0,28700.0,6.0,2190.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,43800.0,30600.0,6.0,2190.0,1900.0,0.867579908675799,0.6986301369863014,POINT (-66.749832 18.473269)
5055,400120,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL HIMA SAN PABLO CAGUAS,AVE MU?OZ MARIN,1744,CAGUAS,PR,00726,CAGUAS,394.0,143810.0,82368.0,46.0,16790.0,13054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,160600.0,99211.0,46.0,16790.0,13054.0,0.7774865991661704,0.6177521793275218,POINT (-66.03139400000001 18.218304)
5057,400122,01-JUL-18,30-JUN-19,As Submitted,4,PROFFESIONAL HOSPITAL,AVE LAS CUMBRES,1609,GUAYNABO,PR,00970,NaN,49.0,17885.0,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,17885.0,2455.0,0.0,0.0,0.0,0.0,0.13726586525020967,POINT (-66.06 18.39)
5058,400123,01-JAN-18,31-DEC-18,As Submitted,4,METRO MAYAGUEZ,BASORA,NaN,MAYAGUEZ,PR,00681,MAYAGUEZ,106.0,38690.0,27377.0,4.0,1460.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,43070.0,30322.0,4.0,1460.0,1112.0,0.7616438356164383,0.7040167169723706,POINT (-67.1465 18.2028)
5062,400127,01-JUL-18,30-JUN-19,As Submitted,1,ADMIN DE SERVICIOS MEDICOS DE PR,CENTRO MEDICO,NaN,SAN JUAN,PR,00922-2129,SAN JUAN,0.0,0.0,0.0,68.0,24820.0,21407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,24820.0,21407.0,68.0,24820.0,21407.0,0.8624899274778405,0.8624899274778405,POINT (-66.05710000000001 18.3744)
5064,400130,01-JAN-18,31-DEC-18,As Submitted,5,HOSPITAL METROPOLITANO DE LA MONTANA,ISAAC GONZALEZ,NaN,UTUADO,PR,00641,UTUADO,7.0,2555.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2555.0,1120.0,0.0,0.0,0.0,0.0,0.4383561643835616,POINT (-66.70999999999999 18.27)
5065,400131,01-JAN-18,31-DEC-18,As Submitted,4,CARIBBEAN MEDICAL CENTER,AVE OSVALDO MOLINA #151,NaN,FAJARDO,PR,00738-7006,FAJARDO MUNICIPIO,38.0,13870.0,13340.0,4.0,1460.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,15330.0,15190.0,4.0,1460.0,1132.0,0.7753424657534247,0.9908675799086758,POINT (-65.66 18.34)
5066,400132,01-JAN-18,31-DEC-18,As Submitted,4,DOCTORS CENTER HOSPITAL CAROLINA,EDIF. JESUS T PINERO AVE. FERNANDEZ,30532,MANATI,PR,00674,CAROLINA MUNICIPIO,103.0,37595.0,25843.0,6.0,2190.0,1784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,39785.0,27790.0,6.0,2190.0,1784.0,0.8146118721461187,0.6985044614804574,POINT (-66.48 18.43)
5067,400133,01-JAN-18,31-DEC-18,As Submitted,4,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,NaN,SAN JUAN,PR,00928,NaN,42.0,15330.0,3983.0,9.0,1825.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17155.0,4543.0,9.0,1825.0,560.0,0.30684931506849317,0.26482075196735644,POINT (-66.03959999999999 18.3587)
5069,403025,01-JAN-18,31-DEC-18,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,PMB #340,70344,SAN JUAN,PR,00936-8344,PUERTO RICO,32.0,11680.0,11438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11680.0,11438.0,0.0,0.0,0.0,0.0,0.9792808219178082,POINT (-66.07380499999999 18.394599)
5073,404004,01-JAN-18,31-DEC-18,As Submitted,4,FIRST HOSPITAL PANAMERICANO,STATE ROAD #787,NaN,CIDRA,PR,00739,NaN,216.0,78840.0,64471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,78840.0,64471.0,0.0,0.0,0.0,0.0,0.8177447995941146,POINT (-66.16 18.18)
5077,404008,01-JAN-18,31-DEC-18,Settled,4,INSPIRA,CALLE  GUADALUPE FINAL 184,BOX 9809,PONCE,PR,00763,PONCE,30.0,10950.0,6466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10950.0,6466.0,0.0,0.0,0.0,0.0,0.5905022831050228,POINT (-66.6185 18.073)
5078,404009,01-APR-18,31-MAR-19,As Submitted,2,CENTRO DE SALUD CONDUCTUAL MENONITA,CARR ESTATAL 14 INTERIOR,NaN,AIBONITO,PR,00705-1379,AIBONITO PR,60.0,21900.0,15597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21900.0,15597.0,0.0,0.0,0.0,0.0,0.7121917808219178,POINT (-66.26000000000001 18.14)
5079,410001,01-OCT-17,30-JAN-18,Amended,2,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,NaN,PAWTUCKET,RI,02860-,PROVIDENCE,80.0,9760.0,1003.0,12.0,1464.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,11224.0,1151.0,12.0,1464.0,148.0,0.10109289617486339,0.10254811119030649,POINT (-71.3763227 41.8699368)
5136,420079,01-APR-18,31-MAR-19,As Submitted,4,TRIDENT REGIONAL MEDICAL CENTER,9330 MEDICAL PLAZA DRIVE,NaN,CHARLESTON,SC,29418,DORCHESTER,384.0,133955.0,96556.0,36.0,13140.0,11383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,152205.0,115709.0,36.0,13140.0,11383.0,0.8662861491628615,0.7602181268683683,POINT (-80.3943 33.1399)
5137,420080,01-JAN-18,31-DEC-18,As Submitted,4,HILTON HEAD HOSPITAL,25 HOSPITAL CENTER BLVD,NaN,HILTON HEAD ISLAND,SC,29926,BEAUFORT,81.0,29565.0,19827.0,12.0,4380.0,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,33945.0,22710.0,12.0,4380.0,1951.0,0.4454337899543379,0.6690234202386213,POINT (-80.7150419 32.22404)
5141,420086,01-OCT-17,30-SEP-18,As Submitted,2,PALMETTO BAPTIST,1333 TAYLOR STREET,NaN,COLUMBIA,SC,29202-,RICHLAND,230.0,83950.0,51407.0,18.0,6570.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,101470.0,66421.0,18.0,6570.0,3548.0,0.5400304414003044,0.6545875628264511,POINT (-81.0332193 34.00779)
5157,421302,01-OCT-17,30-SEP-18,As Submitted,9,FAIRFIELD MEMORIAL HOSPITAL,102 US HWY 31 BYPASS NORTH,620,WINSBORO,SC,29180-0620,FAIRFIELD,25.0,9125.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,17.0,0.0,0.0,0.0,0.0,0.001863013698630137,POINT (-81.0995554 34.3725155)
5163,422007,01-JAN-18,31-DEC-18,As Submitted,4,REGENCY HOSPITAL OF FLORENCE,121 EAST CEDAR STREET FOURTH FLOOR,NaN,FLORENCE,SC,29504-2576,FLORENCE,40.0,14600.0,13701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14600.0,13701.0,0.0,0.0,0.0,0.0,0.9384246575342465,POINT (-79.7513965 34.159252)
5181,424011,01-JUL-18,30-JUN-19,As Submitted,10,HARRIS PSYCHIATRIC HOSPITAL,2414 BULL STREET,485,COLUMBIA,SC,29202,RICHLAND,131.0,47815.0,45513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,47815.0,45513.0,0.0,0.0,0.0,0.0,0.9518561120987138,POINT (-81.0356994 34.0205046)
5191,430027,01-JUL-18,31-DEC-18,As Submitted,2,SANFORD USD MEDICAL CENTER,1305 W 18TH ST,5039,SIOUX FALLS,SD,57117-5039,MINNEHAHA,355.0,65320.0,43008.0,27.0,4968.0,3195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,83168.0,55637.0,27.0,4968.0,3195.0,0.6431159420289855,0.6689712389380531,POINT (-96.7425004 43.5354071)
5196,430083,01-OCT-17,30-SEP-18,As Submitted,7,PHS HOSPITAL - EAGLE BUTTE,24276 166TH STREET,1012,EAGLE BUTTE,SD,57625,DEWEY,8.0,2920.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2920.0,829.0,0.0,0.0,0.0,0.0,0.2839041095890411,POINT (-101.2343 45.0004)
5208,431301,01-MAR-18,31-DEC-18,As Submitted,2,FAULKTON AREA MEDICAL CENTER,1300 OAK STREETREET,100,FAULKTON,SD,57438-0100,FAULK,12.0,3672.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3672.0,908.0,0.0,0.0,0.0,0.0,0.24727668845315903,POINT (-99.1329703 45.0304107)
5226,431321,01-JUL-18,30-JUN-19,As Submitted,2,STURGIS REGIONAL HOSPITAL,949 HARMON,NaN,STURGIS,SD,57785-,MEADE,22.0,8030.0,994.0,3.0,1095.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,4955.0,3.0,1095.0,38.0,0.034703196347031964,0.5430136986301369,POINT (-103.5071593 44.40256429999999)
5228,431323,01-JUL-18,30-JUN-19,As Submitted,2,CUSTER REGIONAL HOSPITAL,1220 MONTGOMERY STREET,NaN,CUSTER,SD,57730-,CUSTER,11.0,4015.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4015.0,1318.0,0.0,0.0,0.0,0.0,0.32826899128268994,POINT (-103.5898727 43.7713024)
5251,440006,01-DEC-17,30-NOV-18,As Submitted,4,SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NaN,NASHVILLE,TN,37207,NaN,253.0,92345.0,76223.0,45.0,16425.0,13003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,108770.0,89226.0,45.0,16425.0,13003.0,0.7916590563165906,0.8203181024179461,POINT (-86.7523688 36.2446067)
5269,440034,01-JAN-18,31-DEC-18,As Submitted,2,METHODIST MEDICAL CENTER,990 OAK RIDGE TURNPIKE,2529,OAK RIDGE,TN,37830-6976,ANDERSON,179.0,65335.0,37231.0,25.0,9125.0,7767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,74460.0,45860.0,25.0,9125.0,7767.0,0.8511780821917808,0.6159011549825409,POINT (-84.24588639999999 36.0240772)
5290,440067,01-JUN-18,28-DEC-18,As Submitted,4,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,NaN,MORRISTOWN,TN,37814,HAMBLEN,98.0,20678.0,929.0,9.0,1899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,22577.0,934.0,9.0,1899.0,0.0,0.0,0.04136953536785224,POINT (-83.3033143 36.2143279)
5292,440070,01-JUL-18,30-JUN-19,As Submitted,9,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVENUE SOUTH,NaN,PARSONS,TN,38363,NaN,40.0,14600.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14600.0,813.0,0.0,0.0,0.0,0.0,0.05568493150684931,POINT (-88.1222391 35.635913)
5297,440083,01-JUN-18,31-DEC-18,As Submitted,4,JAMESTOWN REGIONAL MEDICAL CENTER,436 CENTRAL AVE WEST,NaN,JAMESTOWN,TN,38556,FENTRESS,54.0,11556.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11556.0,1655.0,0.0,0.0,0.0,0.0,0.14321564555209415,POINT (-84.9431481 36.432341)
5306,440120,01-OCT-17,30-SEP-18,As Submitted,4,METRO KNOXVILLE HMA  LLC PHYS REGNL,900 OAK HILL AVENUE,NaN,KNOXVILLE,TN,37917-,KNOX,282.0,102930.0,72333.0,52.0,18980.0,11168.0,44.0,16060.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,143445.0,89437.0,96.0,35040.0,12296.0,0.35091324200913243,0.6234933249677577,POINT (-83.92670200000001 35.992361)
5309,440131,01-OCT-17,30-SEP-18,As Submitted,1,BAPTIST MEM HOSPITAL TIPTON COUNTY,1995 HIGHWAY 51 SOUTH,NaN,COVINGTON,TN,38019,TIPTON,40.0,14600.0,2070.0,0.0,0.0,0.0,7.0,2555.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,17155.0,2731.0,7.0,2555.0,165.0,0.06457925636007827,0.15919556980472166,POINT (-89.678189 35.5358822)
5332,440182,01-FEB-18,30-SEP-18,As Submitted,4,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,NaN,MCKENZIE,TN,38201,CARROLL,30.0,7260.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7260.0,1932.0,0.0,0.0,0.0,0.0,0.26611570247933886,POINT (-88.4894072 36.1373256)
5370,441319,01-JUL-18,01-MAR-19,As Submitted,12,CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON STREET,NaN,CELINA,TN,38551,CLAY,25.0,6100.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6100.0,1788.0,0.0,0.0,0.0,0.0,0.29311475409836063,POINT (-85.5038132 36.5435679)
5372,441322,20-APR-18,30-JUN-18,As Submitted,9,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,NaN,ERIN,TN,37061,HOUSTON,25.0,1800.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1800.0,283.0,0.0,0.0,0.0,0.0,0.15722222222222224,POINT (-87.689908 36.3201331)
5376,442011,01-MAY-18,30-APR-19,As Submitted,4,SSH -NASHVILLE,2000 HAYES STREET SUITE 1502,NaN,NASHVILLE,TN,37203,DAVIDSON,70.0,25550.0,20756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,25550.0,20756.0,0.0,0.0,0.0,0.0,0.8123679060665362,POINT (-86.800544 36.1527251)
5379,442014,01-DEC-17,30-NOV-18,As Submitted,4,SSH -MEMPHIS  INC,5959 PARK AVENUE 12TH FLOOR,NaN,MEMPHIS,TN,38119,SHELBY,39.0,14235.0,12175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14235.0,12175.0,0.0,0.0,0.0,0.0,0.8552862662451703,POINT (-89.8648338 35.098262)
5409,444022,01-JAN-18,31-DEC-18,As Submitted,4,PREMIERCARE TENNESSEE  INC.,226,NaN,COOKEVILLE,TN,38501-4294,NaN,36.0,13140.0,9202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13140.0,9202.0,0.0,0.0,0.0,0.0,0.7003044140030441,POINT (-85.54062089999999 36.2452673)
5413,444026,15-AUG-18,31-DEC-18,As Submitted,4,ERLANGER BEHAVIORAL HEALTH,804 NORTH HOLTZCLAW AVENUE,NaN,CHATTANOOGA,TN,37404,HAMILTON,88.0,12232.0,4037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,12232.0,4037.0,0.0,0.0,0.0,0.0,0.3300359712230216,POINT (-85.27589620000001 35.0494926)
5436,450046,01-JUL-18,30-JUN-19,As Submitted,1,CHRISTUS SPOHN HOSP CORPUS CHRISTI,2606 HOSPITAL BOULEVARD,NaN,CORPUS CHRISTI,TX,78405,NUECES,376.0,137240.0,103071.0,52.0,18980.0,16433.0,32.0,11680.0,9149.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,176660.0,138644.0,84.0,30660.0,25582.0,0.8343770384866275,0.7848069738480697,POINT (-97.4161098 27.7800347)
5452,450083,01-MAR-18,31-OCT-18,As Submitted,4,UT HEALTH EAST TEXAS TYLER,1000 SOUTH BECKHAM,6400,TYLER,TX,75711-,SMITH,285.0,69825.0,67825.0,54.0,13230.0,7256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,83055.0,75807.0,54.0,13230.0,7256.0,0.5484504913076341,0.9127325266389742,POINT (-95.29057899999999 32.3384554)
5458,450099,01-JAN-18,31-DEC-18,Amended,2,PAMPA REGIONAL MEDICAL CENTER,ONE MEDICAL PLAZA,NaN,PAMPA,TX,79065,GRAY,89.0,32485.0,3808.0,8.0,2920.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,35405.0,4849.0,8.0,2920.0,808.0,0.27671232876712326,0.1369580567716424,POINT (-100.9642206 35.5724481)
5468,450130,01-JAN-18,31-DEC-18,As Submitted,4,NIX HEALTH CARE SYSTEM,414 NAVARRO STREET  SUITE 600,NaN,SAN ANTONIO,TX,78205,BEXAR,189.0,68985.0,43060.0,12.0,4380.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,73365.0,45460.0,12.0,4380.0,2400.0,0.547945205479452,0.6196415184352212,POINT (-98.48945169999999 29.4255907)
5471,450135,01-OCT-17,30-SEP-18,Amended,2,TX HLTH HARRIS METHODIST HOSPITAL,1301 PENNSYLVANIA AVENUE,NaN,FORT WORTH,TX,76104,TARRANT,500.0,182378.0,147947.0,22.0,8030.0,6923.0,12.0,4380.0,3510.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,241508.0,201424.0,34.0,12410.0,10433.0,0.8406929895245769,0.8340262020305745,POINT (-97.3389148 32.7358137)
5486,450184,01-JUL-18,30-JUN-19,As Submitted,2,MEMORIAL HERMANN  HOSPITAL SYS,1635 NORTH LOOP WEST,NaN,HOUSTON,TX,77008-,HARRIS,1068.0,389820.0,256761.0,157.0,57305.0,38745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,478150.0,331391.0,157.0,57305.0,38745.0,0.6761190123025914,0.6930691205688592,POINT (-95.430426 29.8115414)
5487,450187,01-JAN-18,31-DEC-18,As Submitted,2,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,NaN,BRENHAM,TX,77833-,WASHINGTON,45.0,16425.0,3722.0,5.0,1825.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18250.0,4054.0,5.0,1825.0,329.0,0.18027397260273972,0.22213698630136985,POINT (-96.365157 30.2352956)
5508,450237,01-JUL-18,30-JUN-19,As Submitted,1,SANTA ROSA HEALTHCARE,519 WEST HOUSTON STREET,NaN,SAN ANTONIO,TX,78207,BEXAR,323.0,117895.0,72798.0,49.0,17885.0,10414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,137605.0,84354.0,49.0,17885.0,10414.0,0.5822756499860218,0.6130155154245849,POINT (-98.49829140000001 29.4264915)
5517,450289,01-MAR-18,28-FEB-19,As Submitted,11,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,NaN,HOUSTON,TX,77054,HARRIS,479.0,174832.0,121506.0,30.0,10950.0,5769.0,8.0,2920.0,1907.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,224413.0,162232.0,38.0,13870.0,7676.0,0.5534246575342465,0.7229171215571291,POINT (-95.38735269999999 29.6862447)
5522,450306,01-JAN-18,09-JUL-18,As Submitted,11,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,911,STAMFORD,TX,79553-,JONES,12.0,2280.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2280.0,107.0,0.0,0.0,0.0,0.0,0.04692982456140351,POINT (-99.7832756 32.9279935)
5535,450372,01-JUL-18,30-JUN-19,As Submitted,1,BAYLOR SW MEDICAL CENTER- WAXAHACHIE,2400 NORTH I-35E,NaN,WAXAHACHIE,TX,75165-,ELLIS,94.0,34310.0,23288.0,12.0,4380.0,2694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,38690.0,27985.0,12.0,4380.0,2694.0,0.6150684931506849,0.7233135177048333,POINT (-96.8579635 32.4274679)
5565,450537,01-JUL-18,30-JUN-19,As Submitted,2,METHODIST RICHARDSON MEDICAL CENTER,2831 E. PRESIDENT GEORGE BUSH HWY,NaN,RICHARDSON,TX,75082,DALLAS,125.0,45625.0,39861.0,25.0,9125.0,8326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,62780.0,52067.0,25.0,9125.0,8326.0,0.9124383561643835,0.8293564829563556,POINT (-96.70999999999999 32.98)
