hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
LOWELL GENERAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.6463070,-71.3413230,295 VARNUM AVENUE,LOWELL,,MIDDLESEX,TRUE,,0,25017,"Boston-Cambridge-Newton, MA-NH",14460,(978) 937-6000,MA,https://data.medicare.gov/resource/xubh-q36u/row-2fw8.fd6r.2ntv,1854,220063,220063,643784,2,220063,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,367,40,,,40,,,,,,,,,,,,,407,,,,,,,,407,,71578,8577,,,8577,,,,,,,,,,,,,87317,,,,,,,,,,58.0000,58.0000,,2636.4700
RICELAND MEDICAL CENTER,Proprietary,Critical Access Hospitals,29.8205230,-94.3771330,538 BROADWAY,WINNIE,,CHAMBERS,TRUE,,0,48071,"Houston-The Woodlands-Sugar Land, TX",26420,(409) 296-6000,TX,https://data.medicare.gov/resource/xubh-q36u/row-wtt6~522f_uuw2,77665,451328,451328,659900,4,451328,5,2019-11-08,2018-01-01,2018-12-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,1058,,,,0,,,,,,,,,,,,,1058,,,,,,,,203,,,11.0000,,155.8700
LITTLE COLORADO MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,35.0354550,-110.6917420,1501 NORTH WILLIAMSON AVENUE,WINSLOW,,NAVAJO,TRUE,,0,04017,"Show Low, AZ",43320,(928) 289-4691,AZ,https://data.medicare.gov/resource/xubh-q36u/row-wt4g_v5ea_tink,86047,31311,31311,643756,2,31311,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,3345,,,,0,,,,,,,,,,,,,3647,,,,,,,,646,,,40.0000,,224.0700
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,37.5436160,-84.6538790,110 METKER TRAIL,STANFORD,,LINCOLN,TRUE,,0,21137,"Danville, KY",19220,(606) 365-4788,KY,https://data.medicare.gov/resource/xubh-q36u/row-r5qq~biyw~n5dv,40484,181315,181315,643775,2,181315,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,4154,,,,0,,,,,,,,,,,,,4990,,,,,,,,323,,,54.0000,,203.3400
PRISMA HEALTH  PATEWOOD HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,34.8527350,-82.3261150,175 PATEWOOD DRIVE,GREENVILLE,,GREENVILLE,FALSE,,0,45045,"Greenville-Anderson, SC",24860,(864) 797-1000,SC,https://data.medicare.gov/resource/xubh-q36u/row-6pw3~wdbm.z7ry,29615,420102,420102,643846,2,420102,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,38,,,,0,,,,,,,,,,,,,38,,,,,,,,38,10,5482,,,,0,,,,,,,,,,,,,8904,,,,,,,,768,,,64.0000,14.5800,459.9000
PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,34.6971200,-82.9843850,102B OMNI DR,SENECA,,OCONEE,TRUE,,0,45073,"Seneca, SC",42860,(864) 482-3100,SC,https://data.medicare.gov/resource/xubh-q36u/row-59an~qtsq_49vv,29672,420009,420009,645167,2,420009,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,110,,,,0,12,,,,,,,,,,,,122,,,,120,,,15,257,7,17761,,,,0,2355,,,,,,,,,,,,20994,,,,39491,,,17468,5078,,,47.0000,5.4200,820.0300
BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.3008860,-71.1272030,1153 CENTRE STREET,BOSTON,,SUFFOLK,TRUE,,0,25025,"Boston-Cambridge-Newton, MA-NH",14460,(617) 983-7000,MA,https://data.medicare.gov/resource/xubh-q36u/row-x46j~x8gz.ndk4,2130,220119,220119,645266,2,220119,1,2019-03-13,2017-10-01,2018-09-30,2018,364,t,133,,,,0,14,,,,,,,,,,,,147,24,,,,,,,171,,32514,,,,0,1354,,,,,,,,,,,,33868,6616,,,,,,,3150,,,63.0000,32.2000,1171.5200
BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,Government - Hospital District or Authority,Acute Care Hospitals,30.5239510,-97.8201770,900 EAST WHITESTONE BLVD,CEDAR PARK,,WILLIAMSON,TRUE,,0,48491,"Austin-Round Rock-Georgetown, TX",12420,(512) 684-4911,TX,https://data.medicare.gov/resource/xubh-q36u/row-7m75.eizi~hrs5,78613,670087,670087,662636,4,670087,1,2019-12-19,2019-01-01,2019-06-30,2019,180,t,8,,,,0,,,,,,,,,,,,,8,,,,,,,,8,,4,,,,0,,,,,,,,,,,,,4,,,,,,,,8,,,0.0000,,27.0300
HOUSTON PHYSICIANS' HOSPITAL,Physician,Acute Care Hospitals,29.5349020,-95.1257850,333 N TEXAS AVENUE,WEBSTER,,HARRIS,TRUE,,0,48201,"Houston-The Woodlands-Sugar Land, TX",26420,(281) 335-1700,TX,https://data.medicare.gov/resource/xubh-q36u/row-yxt9~vqzu.mhqf,77598,670008,670008,649528,4,670008,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,21,,,,0,,,,,,,,,,,,,21,,,,,,,,21,,1562,,,,0,,,,,,,,,,,,,1562,,,,,,,,448,,,20.0000,,190.0500
COMMUNITY HOSPITAL OF BREMEN INC,Voluntary non-profit - Private,Critical Access Hospitals,41.4569400,-86.1579220,1020 HIGH RD,BREMEN,,MARSHALL,TRUE,,0,18099,"Plymouth, IN",38500,(574) 546-2211,IN,https://data.medicare.gov/resource/xubh-q36u/row-q5gf_v2gt_2uuk,46506,151300,151300,649572,13,151300,1,2019-06-03,2018-05-01,2018-12-31,2018,244,t,24,,,,0,,,,,,,,,,,,,24,,,,,,,,24,,989,,,,0,,,,,,,,,,,,,1090,,,,,,,,224,,,18.0000,,87.1400
PALI MOMI MEDICAL CENTER,Proprietary,Acute Care Hospitals,21.3839880,-157.9376750,98-1079 MOANALUA ROAD,AIEA,,HONOLULU,TRUE,,0,15003,"Urban Honolulu, HI",46520,(808) 486-6000,HI,https://data.medicare.gov/resource/xubh-q36u/row-gvhj-d3a6.ypz3,96701,120026,120026,659776,2,120026,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,110,8,,,8,,,,,,,,,,,,,118,,,,,,,,118,,29917,3000,,,3000,,,,,,,,,,,,,32917,,,,,,,,2592,,103.0000,76.0000,,917.6800
UPMC EAST,Voluntary non-profit - Private,Acute Care Hospitals,40.4370140,-79.7584580,2775 MOSSIDE BOULEVARD,MONROEVILLE,,ALLEGHENY,TRUE,,0,42003,"Pittsburgh, PA",38300,(412) 357-3000,PA,https://data.medicare.gov/resource/xubh-q36u/row-dmwf~khzy.9g9v,15146,390328,390328,659885,4,390328,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,128,8,,,8,,,,,,,,,,,,,136,,20,,,,,,156,,35183,2164,,,2164,,,,,,,,,,,,,37347,,6205,,,,,,8729,,74.0000,75.0000,,734.3200
COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,46.7318440,-92.4624590,512 SKYLINE BOULEVARD,CLOQUET,,CARLTON,TRUE,,0,27017,"Duluth, MN-WI",20260,(218) 879-4641,MN,https://data.medicare.gov/resource/xubh-q36u/row-wydg_i87y-v2ai,55720,241364,241364,645271,2,241364,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,18,,,,0,4,,,,,,,,,,,,22,,,,44,,,,66,3,2810,,,,0,212,,,,,,,,,,,,3114,,,,15154,,,,442,,,38.0000,,348.5900
WAVERLY HEALTH CENTER,Government - Local,Critical Access Hospitals,42.7236680,-92.4818020,312  9TH STREET SW,WAVERLY,,BREMER,TRUE,,0,19017,"Waterloo-Cedar Falls, IA",47940,(319) 352-4120,IA,https://data.medicare.gov/resource/xubh-q36u/row-cy2n.fbzb~m6ce,50677,161339,161339,661181,2,161339,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,21,,,,0,,,,,,,,,,,,,21,,,,,,,,21,,2572,,,,0,,,,,,,,,,,,,3080,,,,,,,,815,,,40.0000,,393.8900
TALLAHASSEE MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,30.4558490,-84.2617570,1300 MICCOSUKEE RD,TALLAHASSEE,,LEON,TRUE,,0,12073,"Tallahassee, FL",45220,(850) 431-5380,FL,https://data.medicare.gov/resource/xubh-q36u/row-vp2c_h3mv~f3gh,32308,100135,100135,644244,2,100135,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,306,30,,,30,10,,,,,,,,,10,30,,386,47,,,42,,,,475,,99975,7329,,,7329,3066,,,,,,,,,3388,9018,,130219,6748,,,14536,,,,11048,,67.0000,92.0000,63.9200,4250.0200
DESOTO MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,27.2273880,-81.8516750,900 N ROBERT AVE,ARCADIA,,DE SOTO,TRUE,,0,12027,"Arcadia, FL",11580,(863) 494-3535,FL,https://data.medicare.gov/resource/xubh-q36u/row-reum.syy4-hiqf,34265,100175,100175,644246,9,100175,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,41,8,,,8,,,,,,,,,,,,,49,,,,,,,,49,,2347,782,,,782,,,,,,,,,,,,,3314,,,,,,,,1290,,26.0000,18.0000,,225.4500
GREENWOOD LEFLORE HOSPITAL,Government - Local,Acute Care Hospitals,33.5182540,-90.2001890,1401 RIVER RD,GREENWOOD,,LEFLORE,TRUE,,0,28083,"Greenwood, MS",24900,(662) 459-7561,MS,https://data.medicare.gov/resource/xubh-q36u/row-h4t8-zied.hz4k,38935,250099,250099,644302,9,250099,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,164,9,,,9,,,,,,,,,,,,,173,,20,,,,,,193,,16053,2761,,,2761,,,,,,,,,,,,,19880,,3517,,,,,,3961,,84.0000,31.0000,,756.1300
CONNALLY MEMORIAL MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,29.1594290,-98.1732050,499 10TH STREET,FLORESVILLE,,WILSON,TRUE,,0,48493,"San Antonio-New Braunfels, TX",41700,(830) 393-1300,TX,https://data.medicare.gov/resource/xubh-q36u/row-htdx~r9z4.vrrk,78114,450108,450108,644362,13,450108,5,2019-03-08,2017-10-01,2018-09-30,2018,364,t,40,4,,,4,,,,,,,,,,,,,44,,,,,,,,44,,2999,302,,,302,,,,,,,,,,,,,3301,,,,,,,,392,,20.0000,20.0000,,244.6200
MIDLAND MEMORIAL HOSPITAL,Government - Local,Acute Care Hospitals,31.9974940,-102.0999760,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,,MIDLAND,TRUE,,0,48329,"Midland, TX",33260,(432) 685-1111,TX,https://data.medicare.gov/resource/xubh-q36u/row-cs6x~ax5d_pb7f,79701,450133,450133,647760,11,450133,5,2019-05-16,2017-10-01,2018-09-30,2018,364,t,180,,,,0,48,,,,,,,,,,,,228,,,,,,,,228,10,37003,,,,0,10875,,,,,,,,,,,,49889,,,,,,,,4751,,,60.0000,13.7800,1695.1500
FIRSTHEALTH MOORE REGIONAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,35.2065990,-79.4581090,155 MEMORIAL DRIVE,PINEHURST,,MOORE,TRUE,,0,37125,"Pinehurst-Southern Pines, NC",38240,(910) 715-1000,NC,https://data.medicare.gov/resource/xubh-q36u/row-dexe.4zqt.jzta,28374,340115,340115,645135,2,340115,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,304,,,,0,12,,27,,,,56,13,,,,,412,22,15,,,,,,449,8,71155,,,,0,3089,,8309,,,,14398,2897,,,,,103104,5999,3400,,,,,,7862,,,68.0000,,3038.5900
KECK HOSPITAL OF USC,Voluntary non-profit - Other,Acute Care Hospitals,34.0621680,-118.2032340,1500 SAN PABLO STREET,LOS ANGELES,,LOS ANGELES,FALSE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(323) 442-8656,CA,https://data.medicare.gov/resource/xubh-q36u/row-nt4n.8uqg.uf8b,90033,50696,50696,645233,2,50696,1,2019-03-20,2017-10-01,2018-09-30,2018,364,t,237,46,,,46,18,,,,,,,,,,,,301,,29,,,,,,330,,54560,15540,,,15540,8613,,,,,,,,,,,,78713,,5800,,,,,,4622,,92.0000,71.0000,131.2500,2744.0400
HARTFORD HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.7541230,-72.6808200,80 SEYMOUR STREET,HARTFORD,,HARTFORD,TRUE,,0,09003,"Hartford-East Hartford-Middletown, CT",25540,(860) 545-5000,CT,https://data.medicare.gov/resource/xubh-q36u/row-rks5-ncpa-u5sg,6102,70025,70025,645239,2,70025,1,2019-03-20,2017-10-01,2018-09-30,2018,364,t,645,84,,,84,,,,,,,,,,,,,729,105,,,104,,,,938,,175171,24474,,,24474,,,,,,,,,,,,,208305,30237,,,36415,,,,5591,,80.0000,78.0000,243.1800,6325.0000
"HOSPITAL OF CENTRAL CONNECTICUT, THE",Voluntary non-profit - Other,Acute Care Hospitals,41.6620150,-72.7877990,100 GRAND STREET,NEW BRITAIN,,HARTFORD,TRUE,,0,09003,"Hartford-East Hartford-Middletown, CT",25540,(860) 224-5011,CT,https://data.medicare.gov/resource/xubh-q36u/row-wbxc-gjw3~i99u,6050,70035,70035,645240,2,70035,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,222,24,,,24,,,,,,,,,,,,,246,32,,,,,,,278,,44354,6978,,,6978,,,,,,,,,,,,,54688,10327,,,,,,,3136,,79.0000,61.0000,44.6400,1671.0400
OSF SACRED HEART MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,40.1361970,-87.6449080,812 N LOGAN AVE,DANVILLE,,VERMILION,TRUE,,0,17183,"Danville, IL",19180,(217) 443-5000,IL,https://data.medicare.gov/resource/xubh-q36u/row-dkxe~imc7_ebbc,61832,140093,140093,645245,2,140093,1,2019-03-01,2018-02-01,2018-09-30,2018,241,t,145,12,,,12,,,,,,,,,,,,,157,,,,,,,,157,,8205,1217,,,1217,,,,,,,,,,,,,10078,,,,,,,,1998,,42.0000,26.0000,,699.9200
SOUTH BALDWIN REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,30.4261090,-87.6831870,1613 NORTH MCKENZIE STREET,FOLEY,,BALDWIN,TRUE,,0,01003,"Daphne-Fairhope-Foley, AL",19300,(251) 949-3400,AL,https://data.medicare.gov/resource/xubh-q36u/row-pyt4.i3a3.r8cm,36535,10083,10083,645389,4,10083,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,82,30,,,30,,,,,,,,,,,,,112,,,,,,,,112,,18310,6331,,,6331,,,,,,,,,,,,,26065,,,,,,,,2591,,57.0000,63.0000,2.0200,629.1400
ADCARE HOSPITAL OF WORCESTER INC,Proprietary,Acute Care Hospitals,42.2761820,-71.7955760,107 LINCOLN STREET,WORCESTER,,WORCESTER,FALSE,,0,25027,"Worcester, MA-CT",49340,(508) 799-9000,MA,https://data.medicare.gov/resource/xubh-q36u/row-rnsb.iihy_fs75,1605,220062,220062,645423,4,220062,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,114,,,,0,,,,,,,,,,,,,114,,,,,,,,114,,38030,,,,0,,,,,,,,,,,,,38030,,,,,,,,122,,,91.0000,,349.2200
HUGH CHATHAM MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,36.2663910,-80.8357930,180 PARKWOOD DR,ELKIN,,SURRY,TRUE,,0,37171,"Mount Airy, NC",34340,(336) 527-7000,NC,https://data.medicare.gov/resource/xubh-q36u/row-hd5i~eqmf-jkxt,28621,340097,340097,645435,2,340097,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,81,,,,0,,,,,,,,,,,,,81,,,,,,,,81,,11755,,,,0,,,,,,,,,,,,,12630,,,,,,,,2912,,,42.0000,,639.7200
MOUNTAINS COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,34.2659000,-117.1670920,29101 HOSPITAL ROAD,LAKE ARROWHEAD,,SAN BERNARDINO,TRUE,,0,06071,"Riverside-San Bernardino-Ontario, CA",40140,(909) 336-3651,CA,https://data.medicare.gov/resource/xubh-q36u/row-z5bb_6v2j.847b,92352,51312,51312,659479,11,51312,2,2019-01-07,2017-07-01,2018-06-30,2017,364,t,17,,,,0,,,,,,,,,,,,,17,,,,20,,,,37,,966,,,,0,,,,,,,,,,,,,966,,,,7145,,,,48,,,15.0000,,174.4500
SAINT FRANCIS MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.7023660,-89.5899850,530 NE GLEN OAK AVE,PEORIA,,PEORIA,TRUE,,0,17143,"Peoria, IL",37900,(309) 655-2000,IL,https://data.medicare.gov/resource/xubh-q36u/row-595y-xti7.48ty,61637,140067,140067,652479,1,140067,5,2019-07-19,2017-10-01,2018-09-30,2018,364,t,534,67,28,,67,,,,,,,,,,,,,629,,26,,,,,,655,,147385,17540,9126,,17540,,,,,,,,,,,,,178951,,8197,,,,,,11373,,71.0000,78.0000,276.0200,5247.5400
MEMORIAL HERMANN FIRST COLONY HOSPITAL,Proprietary,Acute Care Hospitals,30.0371760,-95.6053230,"24429 TOMBALL PARKWAY, SUITE 100",TOMBALL,,HARRIS,FALSE,,0,48201,"Houston-The Woodlands-Sugar Land, TX",26420,(281) 516-0911,TX,https://data.medicare.gov/resource/xubh-q36u/row-wtak~qp2w~qmyj,77375,670095,670095,649016,4,670095,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,15,,,,0,,,,,,,,,,,,,15,,,,,,,,15,,518,,,,0,,,,,,,,,,,,,518,,,,,,,,99,,,9.0000,,40.5600
SUTTER SOLANO MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,38.1308930,-122.2381050,300 HOSPITAL DR,VALLEJO,,SOLANO,TRUE,,0,06095,"Vallejo, CA",46700,(707) 554-5280,CA,https://data.medicare.gov/resource/xubh-q36u/row-ybyu-aysd-2pz8,94589,50101,50101,650643,2,50101,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,94,12,,,12,,,,,,,,,,,,,106,,,,,,,,106,,14234,3317,,,3317,,,,,,,,,,,,,18322,,,,,,,,2240,,75.0000,47.0000,,454.5300
DORMINY MEDICAL CENTER,Government - Local,Acute Care Hospitals,31.6979180,-83.2609750,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,,BEN HILL,TRUE,,0,13017,"Fitzgerald, GA",22340,(229) 424-7100,GA,https://data.medicare.gov/resource/xubh-q36u/row-x5tq.yugi-ym8v,31750,110073,110073,658241,9,110073,1,2019-01-02,2017-08-01,2018-07-31,2017,364,t,43,5,,,5,,,,,,,,,,,,,48,12,,,,,,,60,,3194,631,,,631,,,,,,,,,,,,,4051,1473,,,,,,,981,,34.0000,23.0000,,206.6000
NORTH TEXAS MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,33.6453560,-97.1619760,1900 HOSPITAL BLVD,GAINESVILLE,,COOKE,TRUE,,0,48097,"Gainesville, TX",23620,(940) 612-8600,TX,https://data.medicare.gov/resource/xubh-q36u/row-7rqh-yn3d_yfnr,76240,450090,450090,650373,11,450090,1,2019-06-10,2018-10-01,2018-11-30,2019,60,t,31,5,,,5,,,,,,,,,,,,,36,,,,,,,,36,,534,149,,,149,,,,,,,,,,,,,707,,,,,,,,130,,49.0000,32.0000,,196.5200
TRINITY REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,42.4902780,-94.1913370,802 KENYON RD,FORT DODGE,,WEBSTER,TRUE,,0,19187,"Fort Dodge, IA",22700,(515) 573-3101,IA,https://data.medicare.gov/resource/xubh-q36u/row-ruv7~kpa7~3bxc,50501,160016,160016,647609,2,160016,5,2019-05-06,2018-01-01,2018-12-31,2018,364,t,38,8,,,8,,,,,,,,,,,,,46,,,,,,,,46,,9037,2363,,,2363,,,,,,,,,,,,,12403,,,,,,,,1630,,81.0000,74.0000,3.1000,793.0800
LAWRENCE MEMORIAL HOSPITAL,Government - Local,Acute Care Hospitals,38.9781500,-95.2476490,325 MAINE STREET,LAWRENCE,,DOUGLAS,TRUE,,0,20045,"Lawrence, KS",29940,(785) 505-6100,KS,https://data.medicare.gov/resource/xubh-q36u/row-avv2~t746~pwwa,66044,170137,170137,647613,12,170137,1,2019-05-07,2018-01-01,2018-12-31,2018,364,t,100,10,,,10,,,,,,,,,,,,,110,,9,,17,,,,136,,17416,931,,,931,,,,,,,,,,,,,20603,,1499,,5338,,,,2688,,25.0000,51.0000,,1472.7100
BEAR RIVER VALLEY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.7237680,-112.1819790,905 NORTH 1000 WEST,TREMONTON,,BOX ELDER,TRUE,,0,49003,"Ogden-Clearfield, UT",36260,(435) 207-4500,UT,https://data.medicare.gov/resource/xubh-q36u/row-dbs5_2pqd_mjjc,84337,460039,460039,647593,2,460039,1,2019-05-10,2018-01-01,2018-12-31,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,2,823,,,,0,,,,,,,,,,,,,1004,,,,,,,,150,,,17.0000,,105.0000
DHHS USPHS INDIAN HEALTH SERVICES,Government - Federal,Acute Care Hospitals,35.1838274,-101.9279458,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,,CIBOLA,TRUE,ROOFTOP,1,48375,"Amarillo, TX",11100,(505) 552-5300,NM,https://data.medicare.gov/resource/xubh-q36u/row-j82y-frp9~f9kp,87049,320070,320070,647921,7,320070,1,2019-05-08,2017-10-01,2018-09-30,2018,364,t,6,,,,0,,,,,,,,,,,,,6,,,,,,,,6,,122,,,,0,,,,,,,,,,,,,122,,,,,,,,,,,5.0000,,154.0000
COLUMBIA BASIN HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,47.3157420,-119.5481250,200 NAT WASHINGTON WAY,EPHRATA,,GRANT,TRUE,,0,53025,"Moses Lake, WA",34180,(509) 754-4631,WA,https://data.medicare.gov/resource/xubh-q36u/row-xhgk~wjue-em7x,98823,501317,501317,652555,11,501317,5,2019-06-14,2018-01-01,2018-12-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,12,32,,69,,5483,,,,0,,,,,,,,,,,,,5483,,,,,4256,10167,,142,,,60.0000,,138.6400
"WEST COVINA MEDICAL CENTER, INC",Proprietary,Acute Care Hospitals,34.0709280,-117.9441660,725 S ORANGE AVE,WEST COVINA,,LOS ANGELES,FALSE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(626) 338-8481,CA,https://data.medicare.gov/resource/xubh-q36u/row-mrqt_jczt_crz9,91790,50096,50096,652580,4,50096,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,13,,,,0,,,,,,,,,,,,,13,,,,33,,,,46,,1859,,,,0,,,,,,,,,,,,,1859,,,,10783,,,,,,,39.0000,2.0000,198.2500
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",Physician,Acute Care Hospitals,35.5836510,-97.5850190,11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,,OKLAHOMA,TRUE,,0,40109,"Oklahoma City, OK",36420,(405) 936-1500,OK,https://data.medicare.gov/resource/xubh-q36u/row-aw3a.amzg.7s3y,73120,370199,370199,659103,4,370199,1,2019-11-20,2018-07-01,2019-06-30,2018,364,t,23,,,,0,,,,,,,,,,,,,23,,,,,,,,23,,3088,,,,0,,,,,,,,,,,,,5988,,,,,,,,86,,,71.0000,,121.4500
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",Physician,Acute Care Hospitals,33.5318370,-112.0996140,6501 NORTH 19TH AVENUE,PHOENIX,,MARICOPA,FALSE,,0,04013,"Phoenix-Mesa-Chandler, AZ",38060,(602) 795-6020,AZ,https://data.medicare.gov/resource/xubh-q36u/row-ymwb.kuwb~xe6j,85015,30108,30108,659179,5,30108,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,32,,,,0,,,,,,,,,,,,,32,,,,,,,,32,,2481,,,,0,,,,,,,,,,,,,2481,,,,,,,,275,,,21.0000,,124.7100
HAMMOND HENRY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,41.4606740,-90.1584050,600 N COLLEGE AVENUE,GENESEO,,HENRY,TRUE,,0,17073,"Davenport-Moline-Rock Island, IA-IL",19340,(309) 944-6431,IL,https://data.medicare.gov/resource/xubh-q36u/row-vz95-wk65-ceui,61254,141319,141319,659258,11,141319,1,2019-10-30,2018-06-01,2019-05-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,37,,,,62,,3024,,,,0,,,,,,,,,,,,,3024,,,,13008,,,,1115,,,33.0000,,316.5100
DRUMRIGHT REGIONAL HOSPITAL,Proprietary,Critical Access Hospitals,35.9981930,-96.6059788,610 WEST BYPASS,DRUMRIGHT,,CREEK,TRUE,ROOFTOP,1,40037,"Tulsa, OK",46140,(918) 382-2300,OK,https://data.medicare.gov/resource/xubh-q36u/row-7yzz_kwx7_bt4n,74030,371331,371331,641664,3,371331,1,2019-01-08,2017-10-01,2018-09-30,2018,364,t,15,,,,0,,,,,,,,,,,,,15,,,,,,,,15,,2988,,,,0,,,,,,,,,,,,,2988,,,,,,,,26,,,54.0000,,72.4900
AVERA MARSHALL REGIONAL MEDICAL CTR,Voluntary non-profit - Private,Critical Access Hospitals,44.4476340,-95.7761850,300 SOUTH BRUCE STREET,MARSHALL,,LYON,TRUE,,0,27083,"Marshall, MN",32140,(507) 532-9661,MN,https://data.medicare.gov/resource/xubh-q36u/row-w278-8yip-75pa,56258,241359,241359,661739,2,241359,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,10,,,76,,,,111,,3758,,,,0,,,,,,,,,,,,,4690,2221,,,26970,,,7323,268,,,51.0000,,432.6700
